,Store Number,Store Name,Address,City,Longitude,Latitude
819,5379-98393,Sunset Blvd & St Andrews Place,"5545 W.  Sunset Blvd., 106 Hollywood CA",Hollywood,-118.31,34.1
820,11230-102881,Beach & Garfield,"18922 Beach Blvd, 101, Meadowlark Plaza Huntington Beach CA",Huntington Beach,-117.99,33.69
821,662-428,Warner & Bolsa Chica,5141 Warner Avenue Huntington Beach CA,Huntington Beach,-118.04,33.72
822,76447-97175,Target Huntington Beach T-2051,9882 Adams Ave Huntington Beach CA,Huntington Beach,-117.96,33.67
823,575-297,Main & Olive,"221 Main Street, Harbor Point Huntington Beach CA",Huntington Beach,-118.0,33.66
824,9289-95415,Bolsa Chica & Heil,16471 Bolsa Chica Street Huntington Beach CA,Huntington Beach,-118.04,33.72
825,8822-93465,Atlanta & Magnolia,9021 Atlanta Ave. Huntington Beach CA,Huntington Beach,-117.97,33.66
826,8705-94274,Brookhurst & Adams,"10001 Adams Avenue, Bolsa Edwards Retail Huntington Beach CA",Huntington Beach,-117.95,33.67
827,9630-97661,Bolsa & Edwards,"6502 Bolsa Avenue, #101 Huntington Beach CA",Huntington Beach,-118.02,33.74
828,74691-91323,Vons-Huntington Beach #2090,5922 Edinger Ave Huntington Beach CA,Huntington Beach,-118.03,33.73
829,5210-416,Bella Terra Mall,"7881 Edinger Ave, Ste 83 Huntington Beach CA",Huntington Beach,-117.99,33.73
830,73536-53359,Albertsons-Huntngtn Bch #6124,19640 Beach Blvd. Huntington Beach CA,Huntington Beach,-117.99,33.68
831,16876-164124,Edinger & Sher,7622 Edinger Avenue Huntington Beach CA,Huntington Beach,-118.0,33.73
832,28273-249442,Ralphs Huntington Beach #650,19081 Goldenwest Street Huntington Beach CA,Huntington Beach,-118.01,33.69
833,17851-180365,Beach Blvd. & Atlanta,21000 Beach Blvd. Huntington Beach CA,Huntington Beach,-117.99,33.66
834,74595-86102,Vons-Huntington Beach #3160,8891 Atlanta Ave Huntington Beach CA,Huntington Beach,-117.97,33.66
835,73293-108341,Albertsons - Huntington Beach #6110,"7201 W Yorktown Ave, Peter's Landing Retail Center Huntington Beach CA",Huntington Beach,-118.0,33.68
836,5872-28807,Pacific Coast Hwy & Anderson,"16470 Pacific Coast Hwy, Seacliff Village Huntington Beach CA",Huntington Beach,-118.08,33.72
837,5807-5544,Goldenwest & Yorktown,"7101 Yorktown, #104 Huntington Beach CA",Huntington Beach,-118.0,33.68
838,73293-27207,Albertsons-Huntngtn Bch #6110,7201 W Yorktown Ave Huntington Beach CA,Huntington Beach,-118.0,33.68
839,5788-17554,Pacific & Belgrave,6021 Pacific Blvd. Huntington Park CA,Huntington Park,-118.23,33.99
840,8780-94588,Slauson & State,3060 E. Slauson Ave. Huntington Park CA,Huntington Park,-118.21,33.99
841,8709-94033,"Hwy 111 & Monroe, Indio","81952 US Highway 111, #A Indio CA",Indio,-116.23,33.71
842,76969-136439,Super Target Indio ST-2441,42625 Jackson St Indio CA,Indio,-116.22,33.74
843,19158-198887,Ralph's - Indio #160,49908 Jefferson St. Indio CA,Indio,-116.27,33.69
844,16347-123205,Jackson & The 10,"42250 Jackson Street, #A101 Indio CA",Indio,-116.22,33.74
845,75290-96292,Fantasy Springs Casino,84245 Indio Springs Pkwy Indio CA,Indio,-116.2,33.72
846,74581-83081,Vons-Inglewood #2502,500 E Manchester Blvd Inglewood CA,Inglewood,-118.35,33.96
847,15491-155987,Target Inglewood T-1329,"3471 W Century Blvd, Hollywood Park Marketplace Inglewood CA",Inglewood,-118.33,33.95
848,6767-79220,Century & Club Dr,"3351 W. Century Blvd, 105, La Brea Plaza Inglewood CA",Inglewood,-118.33,33.95
849,2820-88441,La Brea & Centinela,941 N. La Brea Avenue Inglewood CA,Inglewood,-118.36,33.98
850,25054-238704,Manchester & Oak,601 West Manchester Blvd Inglewood CA,Inglewood,-118.37,33.96
851,622-345,Campus & California,4545 Campus Drive Irvine CA,Irvine,-117.83,33.65
852,76587-97572,Target Irvine/Spectrum T-2128,"115 Fortune Dr, Foodpark Irvine CA",Irvine,-117.75,33.65
853,5951-7750,MacArthur & Main,17913 MacArthur Blvd. Irvine CA,Irvine,-117.86,33.69
854,17356-160395,Von Karman & Barranca,16567 Von Karman Avenue Irvine CA,Irvine,-117.83,33.7
855,47758-258884,Target Irvine North T1238,13200 Jamboree Rd Irvine CA,Irvine,-117.79,33.73
856,11457-103997,The Village Apartments,"38 Prism, Sand Canyon Plaza Irvine CA",Irvine,-117.75,33.65
857,10999-102287,Irvine Center Drive & Sand Canyon,6580 Irvine Center Drive Irvine CA,Irvine,-117.76,33.67
858,28506-250713,Los Olivos Market Place,"8539 Irvine Center Drive, #530 Irvine CA",Irvine,-117.74,33.65
859,5416-1261,Alton Pkwy & Jeffrey Rd,5365-B Alton Parkway Irvine CA,Irvine,-117.79,33.67
860,6448-38159,Bison & California,"5171 California Ave, #120 Irvine CA",Irvine,-117.85,33.64
861,5427-1315,Alton & Technology,15342 Alton Parkway Irvine CA,Irvine,-117.74,33.65
862,11164-99769,Irvine Spectrum Mall,525 Spectrum Center Drive Irvine CA,Irvine,-117.75,33.65
863,515-459,Walnut Village,14437 Culver Drive Irvine CA,Irvine,-117.79,33.71
864,8641-93571,Quail Hill & Shady Canyon,6783 Quail Hill Parkway Irvine CA,Irvine,-117.78,33.65
865,23943-212684,U of California Irvine-Business Sch,4293 Pereira Dr Irvine CA,Irvine,-117.84,33.65
866,5741-5526,Culver & Irvine,3997 Irvine Blvd. Irvine CA,Irvine,-117.77,33.72
867,14009-108044,Jamboree & Michelson - Park Place,"2961 Michelson Drive, Westpark Plaza Irvine CA",Irvine,-117.85,33.67
868,3454-91640,Alton & Culver,3995 Alton Pkwy Irvine CA,Irvine,-117.81,33.68
869,75398-103405,University of California-Irvine,"203 B Student Ctr, Trabuco Grove Irvine CA",Irvine,-117.84,33.65
870,6863-83065,Jeffrey & Trabuco,14061 Jeffrey Road Irvine CA,Irvine,-117.76,33.7
871,75578-51201,Marriott Irvine - Lobby,18000 Von Karman Irvine CA,Irvine,-117.85,33.68
872,73668-93063,Albertsons-Irvine #6596,"3825 Alton Pkwy, Woodbury Town Center Irvine CA",Irvine,-117.82,33.68
873,11456-103990,Woodbury Town Center,6364 Irvine Blvd. Irvine CA,Irvine,-117.74,33.7
874,49184-252850,Embassy Suites Irvine Lobby,2120 Main Street Irvine CA,Irvine,-117.85,33.68
875,23518-215007,Jamboree & Bryan,13384 Jamboree Rd. Irvine CA,Irvine,-117.79,33.73
876,20913-208486,Target Irvine T-336,"3750 Barraca Pkwy, Irwindale Commerce Center Irvine CA",Irvine,-117.81,33.69
877,3419-93205,"Arrow Hwy & 4th, Irwindale",15700 Arrow Highway Irwindale CA,Irwindale,-117.94,34.11
878,5332-862,Isla Vista,888 Embarcadero del Norte Isla Vista CA,Isla Vista,-119.86,34.41
879,9418-96309,Trade Center Dr. & Hwy 49 - Martel,"11248 Old Mill Lane, Suite 40 Jackson CA",Jackson,-120.8,38.37
880,79583-107564,Safeway - Martell #2778,12110 Industry Blvd Jackson CA,Jackson,-120.8,38.37
881,25586-241245,Highway 180 & Goldenrod,14025 West Whitesbridge Road Kerman CA,Kerman,-120.04,36.73
882,9489-96727,"Hwy 41 & Bernard, Kettleman City",33300 Bernard Dr. Kettleman City CA,Kettleman City,-119.96,35.99
883,11095-102760,Broadway & Hwy 101,1301 Broadway King City CA,King City,-121.14,36.2
884,74344-83285,Safeway-Kings Beach #1592,"7815 N Lake Blvd, Albertson's Center Kings Beach CA",Kings Beach,-120.04,39.24
885,6770-79861,"Sierra & 10th, Kingsburg",969 Sierra Street Kingsburg CA,Kingsburg,-119.56,36.52
886,649-383,La Canada,"475 Foothill Blvd., Suite M La Canada CA",La Canada,-118.19,34.2
887,5705-7827,Verdugo & 2 Freeway,"1929 Verdugo, #A La Canada CA",La Canada,-118.22,34.21
888,74599-87828,Vons-La Crescenta #2598,3233 Foothill Blvd La Crescenta CA,La Crescenta,-118.25,34.23
889,5301-219,La Crescenta - Foothill & Rosemont,"2627 Foothill Blvd., #13 La Crescenta CA",La Crescenta,-118.24,34.22
890,74515-38979,Vons-La Habra #2524,2101 W Imperial Hwy La Habra CA,La Habra,-117.97,33.92
891,5298-432,Imperial & South Idaho,"1331 W. Imperial Hwy., Suite 8-A, La Habra Town Center La Habra CA",La Habra,-117.96,33.92
892,5631-1996,Beach & Whittier,1950 W Whittier Rd La Habra CA,La Habra,-117.97,33.94
893,76929-126184,Target La Habra T-2397,1000 W Imperial Hwy La Habra CA,La Habra,-117.96,33.92
894,9819-96515,Harbor & La Habra,"1201 E. La Habra Blvd., #A La Habra CA",La Habra,-117.93,33.93
895,24615-210124,Price Center,9500 Gilman Dr La Jolla CA,La Jolla,-117.24,32.88
896,6739-75500,"La Jolla Shores & Torrey Pines, La","2206 Torrey Pines Road, B La Jolla CA",La Jolla,-117.25,32.85
897,18448-179565,Ralphs La Jolla #108,8657 Villa La Jolla Dr La Jolla CA,La Jolla,-117.23,32.87
898,5387-176304,Torrey Pines & Hershel,"1055 Torrey Pines Road, #102 La Jolla CA",La Jolla,-117.27,32.84
899,6521-34159,"La Jolla & Forward, La Jolla","5604 La Jolla Blvd., #C La Jolla CA",La Jolla,-117.27,32.81
900,528-472,La Jolla,"1150 Prospect Street, Regents Park Row La Jolla CA",La Jolla,-117.27,32.85
901,8947-94064,Regents and La Jolla Village,4150 Regents Park Row La Jolla CA,La Jolla,-117.22,32.87
902,74517-38999,Vons-La Jolla #2323,7544 Girard Ave La Jolla CA,La Jolla,-117.27,32.84
903,644-361,La Jolla Village Square,"8657 Villa La Jolla Drive, 205 La Jolla CA",La Jolla,-117.23,32.87
904,14179-250715,Campo Road & Avocado Blvd.,3777 Avocado Blvd La Mesa CA,La Mesa,-116.96,32.75
905,5222-417,Grossmont Center (B&N),5500 Grossmont Center Drive La Mesa CA,La Mesa,-117.01,32.78
906,74502-27670,Vons-La Mesa #2093,8011 University Ave. La Mesa CA,La Mesa,-117.02,32.77
907,6876-86049,"Lake Murray & Kiowa, La Mesa",5416 Lake Murray Blvd. La Mesa CA,La Mesa,-117.04,32.78
908,8905-94942,"Baltimore & El Cajon, La Mesa","5020 Baltimore Drive, #D La Mesa CA",La Mesa,-117.03,32.77
909,29556-99384,Target Grossmont T-997,"5500 Grossmont Center Dr, Grossmont Trolley Center La Mesa CA",La Mesa,-117.01,32.78
910,5953-44200,"Fletcher & Trolley, La Mesa",8497 Fletcher Parkway La Mesa CA,La Mesa,-117.02,32.78
911,73570-79972,Albertsons-La Mirada #6148,15200 E Rosecrans Blvd La Mirada CA,La Mirada,-118.01,33.9
912,5716-220264,Imperial & La Mirada,15010 Imperial Hwy La Mirada CA,La Mirada,-118.01,33.92
913,10342-97367,"Rosecrans & La Mirada, La Mirada","15220 Rosecrans Avenue, 120 La Mirada CA",La Mirada,-118.01,33.9
914,23260-228804,Hacienda and Fairgrove,"1283 North Hacienda Blvd., Suite A, La Quinta Village La Puente CA",La Puente,-117.95,34.04
915,2988-93240,Washington & Calle Tampico,"50-921 Washington Street, #A La Quinta CA",La Quinta,-116.3,33.68
916,14277-109964,"Hwy 111 & Jefferson, La Quinta","79845 Highway 111, 104 La Quinta CA",La Quinta,-116.27,33.71
917,76194-88908,Target La Quinta T-1867,78935 US Hwy 111 La Quinta CA,La Quinta,-116.29,33.71
918,74614-90541,Vons-La Quinta #2175,78-271 Highway 111 La Quinta CA,La Quinta,-116.3,33.72
919,79737-104055,Vons - La Verne #2832,"1500 FOOTHILL BL., Gateway Pointe LA VERNE CA",LA VERNE,-117.77,34.12
920,5779-16456,Foothill & Wheeler- La Verne,1181 Foothill Boulevard La Verne CA,La Verne,-117.78,34.12
921,76577-99296,Target La Verne T-226,2462 Foothill Blvd La Verne CA,La Verne,-117.76,34.11
922,7972-95559,"Foothill & D Street, La Verne","2145 Foothill Blvd., #C La Verne CA",La Verne,-117.76,34.11
923,26189-243835,Antonio & Crown Valley,27622 Antonio Pkwy Ladera Ranch CA,Ladera Ranch,-117.63,33.56
924,6603-65000,Crown Valley & Cecil Pasture,"27702 Crown Valley Pkwy, Suite E-3 Ladera Ranch CA",Ladera Ranch,-117.65,33.56
925,74208-24447,Safeway-Lafayette #783,3540 Mt. Diablo Blvd. Lafayette CA,Lafayette,-122.12,37.89
926,560-502,Mt Diablo & Oak Hill Rd,3547 A Mt Diablo Blvd Lafayette CA,Lafayette,-122.12,37.89
927,9453-96589,Mt. Diablo & Hampton,3343 Mt. Diablo Blvd Lafayette CA,Lafayette,-122.1,37.9
928,79626-102648,Vons - Laguna Beach #2089,600 N Pacific Coast Laguna Beach CA,Laguna Beach,-117.79,33.55
929,512-455,Coast Hwy & Ocean,184 S Coast Hwy Laguna Beach CA,Laguna Beach,-117.78,33.54
930,14011-108036,North Coast Hwy & Broadway Pl.,180 N. Coast Hwy Laguna Beach CA,Laguna Beach,-117.79,33.54
931,5389-1169,El Toro Rd. & Calle Sonora,"24338 El Toro Road, Suite A, La Paz Retail Center Laguna Hills CA",Laguna Hills,-117.73,33.61
932,6763-40122,La Paz & Cabot,"25912 La Paz Road, Suite A Laguna Hills CA",Laguna Hills,-117.68,33.6
933,5749-8668,Alicia Pkwy & Paseo De Valencia,25630 Alicia Parkway Laguna Hills CA,Laguna Hills,-117.7,33.59
934,14012-108037,Alicia Pkwy & Niguel,30065 Alicia Pkwy Laguna Niguel CA,Laguna Niguel,-117.72,33.53
935,5589-1670,La Paz & Aliso Creek,"27931 La Paz Road, Ste. E, The Market Place at Laguna Niguel Laguna Niguel CA",Laguna Niguel,-117.71,33.56
936,6987-91002,Alicia & Pacific Park,"27020 Alicia Parkway, #F Laguna Niguel CA",Laguna Niguel,-117.71,33.57
937,74308-79062,Safeway-Laguna Niguel #2508,27320 Alicia Pkwy Laguna Niguel CA,Laguna Niguel,-117.72,33.55
938,22483-160385,Greenfield & Crown Valley,"25473 Rancho Niguel Road, A Laguna Niguel CA",Laguna Niguel,-117.69,33.56
939,9631-97208,Golden Lantern & Marina Hills,"30211 Golden Lantern, Valencia Shopping Center Laguna Niguel CA",Laguna Niguel,-117.69,33.52
940,6427-37239,El Toro & Paseo de Valencia,"24100 El Toro Road, #100 Laguna Woods CA",Laguna Woods,-117.71,33.61
941,73659-95044,Albertsons-Lake Elsinore #6798,"30901 Riverside Dr, Lake Elsinore City Center Lake Elsinore CA",Lake Elsinore,-117.37,33.69
942,6675-70480,"Grape & Railroad Canyon Road, Lake","31800 Grape Street, #A Lake Elsinore CA",Lake Elsinore,-117.3,33.66
943,10809-102531,"Collier & Central, Lake Elsinore","18285 Collier Avenue, N Lake Elsinore CA",Lake Elsinore,-117.34,33.69
944,76693-98339,Target Lake Elsinore T-2195,18287 Collier Ave Lake Elsinore CA,Lake Elsinore,-117.34,33.69
945,74834-98876,Vons - Lake Elsinore #2373,31564 Grape St Lake Elsinore CA,Lake Elsinore,-117.29,33.66
946,28797-250719,Alton Pkwy & Rancho Pkwy South,20451 Alton Pkwy Lake Forest CA,Lake Forest,-117.68,33.68
947,10424-97308,Lake Forest & Dimension,20790 Lake Forest Drive Lake Forest CA,Lake Forest,-117.67,33.66
948,5600-1912,Bake & Trabuco,"24531-A Trabuco Road, Lake Forest Village Lake Forest CA",Lake Forest,-117.7,33.66
949,8710-94416,Muirlands & Ridge Route,"24301 Muirlands Blvd., #D Lake Forest CA",Lake Forest,-117.71,33.63
950,5236-431,El Toro & Trabuco,"22331-A El Toro Road, Foothill Plaza Lake Forest CA",Lake Forest,-117.68,33.64
