POPESTIMATE2019,COUNTYNAME,STATEFP,COUNTYFP
23678,"Iowa County, Wisconsin",55,049
7287,"Pepin County, Wisconsin",55,091
89221,"Ozaukee County, Wisconsin",55,089
70772,"Portage County, Wisconsin",55,097
17252,"Richland County, Wisconsin",55,103
163354,"Rock County, Wisconsin",55,105
20343,"Taylor County, Wisconsin",55,119
24443,"Waushara County, Wisconsin",55,137
20220,"Adams County, Wisconsin",55,001
15036,"Bayfield County, Wisconsin",55,007
16665,"Lafayette County, Wisconsin",55,065
46253,"Monroe County, Wisconsin",55,081
42754,"Pierce County, Wisconsin",55,093
72999,"Wood County, Wisconsin",55,141
15562,"Ashland County, Wisconsin",55,003
50089,"Calumet County, Wisconsin",55,015
4295,"Florence County, Wisconsin",55,037
84769,"Jefferson County, Wisconsin",55,055
169561,"Kenosha County, Wisconsin",55,059
26835,"Union County, Oregon",41,061
347818,"Marion County, Oregon",41,047
220944,"Jackson County, Oregon",41,029
24658,"Jefferson County, Oregon",41,031
86085,"Polk County, Oregon",41,053
418187,"Clackamas County, Oregon",41,005
129749,"Linn County, Oregon",41,043
27036,"Tillamook County, Oregon",41,057
16124,"Baker County, Oregon",41,001
87487,"Josephine County, Oregon",41,033
68238,"Klamath County, Oregon",41,035
77950,"Umatilla County, Oregon",41,059
49962,"Lincoln County, Oregon",41,041
93053,"Benton County, Oregon",41,003
24404,"Crook County, Oregon",41,013
110980,"Douglas County, Oregon",41,019
7199,"Grant County, Oregon",41,023
197692,"Deschutes County, Oregon",41,017
52354,"Columbia County, Oregon",41,009
107100,"Yamhill County, Oregon",41,071
1780,"Sherman County, Oregon",41,055
26682,"Wasco County, Oregon",41,065
7393,"Harney County, Oregon",41,025
382067,"Lane County, Oregon",41,039
30571,"Malheur County, Oregon",41,045
7208,"Wallowa County, Oregon",41,063
601592,"Washington County, Oregon",41,067
1332,"Wheeler County, Oregon",41,069
11603,"Morrow County, Oregon",41,049
40224,"Clatsop County, Oregon",41,007
64487,"Coos County, Oregon",41,011
22925,"Curry County, Oregon",41,015
1912,"Gilliam County, Oregon",41,021
23382,"Hood River County, Oregon",41,027
7869,"Lake County, Oregon",41,037
812855,"Multnomah County, Oregon",41,051
31489,"Stark County, North Dakota",38,089
3834,"Wells County, North Dakota",38,103
2115,"Burke County, North Dakota",38,013
8036,"Traill County, North Dakota",38,097
37589,"Williams County, North Dakota",38,105
928,"Billings County, North Dakota",38,007
67641,"Ward County, North Dakota",38,101
4872,"Dickey County, North Dakota",38,021
3762,"Cavalier County, North Dakota",38,019
1890,"Steele County, North Dakota",38,091
6832,"Benson County, North Dakota",38,005
31364,"Morton County, North Dakota",38,059
5745,"McHenry County, North Dakota",38,049
10545,"Mountrail County, North Dakota",38,061
2480,"Kidder County, North Dakota",38,043
2274,"Grant County, North Dakota",38,037
2499,"Hettinger County, North Dakota",38,041
4046,"LaMoure County, North Dakota",38,045
6801,"Pembina County, North Dakota",38,067
181923,"Cass County, North Dakota",38,017
4424,"Dunn County, North Dakota",38,025
3241,"Emmons County, North Dakota",38,029
2497,"McIntosh County, North Dakota",38,051
2879,"Nelson County, North Dakota",38,063
16177,"Richland County, North Dakota",38,077
14176,"Rolette County, North Dakota",38,079
10641,"Walsh County, North Dakota",38,099
2216,"Adams County, North Dakota",38,001
6282,"Bottineau County, North Dakota",38,009
10415,"Barnes County, North Dakota",38,003
2287,"Eddy County, North Dakota",38,027
69451,"Grand Forks County, North Dakota",38,035
15024,"McKenzie County, North Dakota",38,053
8187,"Mercer County, North Dakota",38,057
9450,"McLean County, North Dakota",38,055
3975,"Pierce County, North Dakota",38,069
5218,"Ransom County, North Dakota",38,073
2327,"Renville County, North Dakota",38,075
4230,"Sioux County, North Dakota",38,085
3024,"Bowman County, North Dakota",38,011
95626,"Burleigh County, North Dakota",38,015
1761,"Golden Valley County, North Dakota",38,033
1850,"Logan County, North Dakota",38,047
1959,"Oliver County, North Dakota",38,065
2189,"Towner County, North Dakota",38,095
20704,"Stutsman County, North Dakota",38,093
11519,"Ramsey County, North Dakota",38,071
2264,"Divide County, North Dakota",38,023
3210,"Foster County, North Dakota",38,031
2231,"Griggs County, North Dakota",38,039
3898,"Sargent County, North Dakota",38,081
1315,"Sheridan County, North Dakota",38,083
750,"Slope County, North Dakota",38,087
16694,"Marion County, Arkansas",05,089
8986,"Montgomery County, Arkansas",05,097
10281,"Scott County, Arkansas",05,127
7881,"Searcy County, Arkansas",05,129
127827,"Sebastian County, Arkansas",05,131
8857,"Lee County, Arkansas",05,077
16576,"Madison County, Arkansas",05,087
40651,"Mississippi County, Arkansas",05,093
24919,"Cleburne County, Arkansas",05,023
7956,"Cleveland County, Arkansas",05,025
21532,"Hempstead County, Arkansas",05,057
63257,"Crawford County, Arkansas",05,033
11361,"Desha County, Arkansas",05,041
279141,"Benton County, Arkansas",05,007
10118,"Chicot County, Arkansas",05,017
33771,"Hot Spring County, Arkansas",05,059
12477,"Fulton County, Arkansas",05,049
13202,"Howard County, Arkansas",05,061
99386,"Garland County, Arkansas",05,051
26578,"Johnson County, Arkansas",05,071
16719,"Jackson County, Arkansas",05,067
64072,"Pope County, Arkansas",05,115
8062,"Prairie County, Arkansas",05,117
38682,"Union County, Arkansas",05,139
6320,"Woodruff County, Arkansas",05,147
17442,"Sharp County, Arkansas",05,135
12506,"Stone County, Arkansas",05,137
239187,"Washington County, Arkansas",05,143
41932,"Baxter County, Arkansas",05,005
19657,"Ashley County, Arkansas",05,003
110332,"Craighead County, Arkansas",05,031
45325,"Greene County, Arkansas",05,055
6624,"Lafayette County, Arkansas",05,073
10455,"Perry County, Arkansas",05,105
17782,"Phillips County, Arkansas",05,107
23528,"Poinsett County, Arkansas",05,111
17007,"Sevier County, Arkansas",05,133
21341,"Yell County, Arkansas",05,149
5189,"Calhoun County, Arkansas",05,013
22320,"Clark County, Arkansas",05,019
10763,"Bradley County, Arkansas",05,011
16406,"Lawrence County, Arkansas",05,075
6701,"Monroe County, Arkansas",05,095
19964,"Polk County, Arkansas",05,113
20846,"Conway County, Arkansas",05,029
23382,"Ouachita County, Arkansas",05,103
7753,"Newton County, Arkansas",05,101
17486,"Arkansas County, Arkansas",05,001
12259,"Little River County, Arkansas",05,081
73309,"Lonoke County, Arkansas",05,085
28380,"Carroll County, Arkansas",05,015
43257,"Miller County, Arkansas",05,091
24994,"St. Francis County, Arkansas",05,123
391911,"Pulaski County, Arkansas",05,119
78753,"White County, Arkansas",05,145
8252,"Nevada County, Arkansas",05,099
14551,"Clay County, Arkansas",05,021
16419,"Cross County, Arkansas",05,037
7009,"Dallas County, Arkansas",05,039
18219,"Drew County, Arkansas",05,043
23457,"Columbia County, Arkansas",05,027
17958,"Randolph County, Arkansas",05,121
122437,"Saline County, Arkansas",05,125
16545,"Van Buren County, Arkansas",05,141
37432,"Boone County, Arkansas",05,009
13629,"Izard County, Arkansas",05,065
37825,"Independence County, Arkansas",05,063
13024,"Lincoln County, Arkansas",05,079
21466,"Logan County, Arkansas",05,083
18265,"Grant County, Arkansas",05,053
47955,"Crittenden County, Arkansas",05,035
17715,"Franklin County, Arkansas",05,047
126007,"Faulkner County, Arkansas",05,045
10718,"Pike County, Arkansas",05,109
66824,"Jefferson County, Arkansas",05,069
28036,"Washington County, Indiana",18,175
33351,"Daviess County, Indiana",18,027
49458,"Dearborn County, Indiana",18,029
8265,"Warren County, Indiana",18,171
28296,"Wells County, Indiana",18,179
379299,"Allen County, Indiana",18,003
26559,"Decatur County, Indiana",18,031
35516,"Miami County, Indiana",18,103
47972,"Henry County, Indiana",18,065
32308,"Jefferson County, Indiana",18,077
36594,"Knox County, Indiana",18,083
27735,"Jennings County, Indiana",18,079
158167,"Johnson County, Indiana",18,081
45370,"Lawrence County, Indiana",18,093
129569,"Madison County, Indiana",18,095
19169,"Perry County, Indiana",18,123
12389,"Pike County, Indiana",18,125
12353,"Pulaski County, Indiana",18,131
25427,"Posey County, Indiana",18,129
34594,"Steuben County, Indiana",18,151
15498,"Vermillion County, Indiana",18,165
114135,"Delaware County, Indiana",18,035
78522,"Floyd County, Indiana",18,043
271826,"St. Joseph County, Indiana",18,141
79456,"Kosciusko County, Indiana",18,085
46258,"Marshall County, Indiana",18,099
10751,"Switzerland County, Indiana",18,155
181451,"Vanderburgh County, Indiana",18,163
23873,"Scott County, Indiana",18,143
148431,"Monroe County, Indiana",18,105
16346,"Fountain County, Indiana",18,045
206341,"Elkhart County, Indiana",18,039
22995,"Starke County, Indiana",18,149
10577,"Crawford County, Indiana",18,025
964582,"Marion County, Indiana",18,097
65884,"Wayne County, Indiana",18,177
40515,"Harrison County, Indiana",18,061
70489,"Morgan County, Indiana",18,109
13984,"Newton County, Indiana",18,111
19646,"Orange County, Indiana",18,117
33659,"Gibson County, Indiana",18,051
31922,"Greene County, Indiana",18,055
11758,"Blackford County, Indiana",18,009
20257,"Carroll County, Indiana",18,015
37689,"Cass County, Indiana",18,017
36520,"Huntington County, Indiana",18,069
109888,"LaPorte County, Indiana",18,091
30996,"Wabash County, Indiana",18,169
33562,"Jasper County, Indiana",18,073
20436,"Jay County, Indiana",18,075
10255,"Martin County, Indiana",18,101
170389,"Porter County, Indiana",18,127
44729,"Shelby County, Indiana",18,145
28324,"Ripley County, Indiana",18,137
20277,"Spencer County, Indiana",18,147
20669,"Sullivan County, Indiana",18,153
15148,"Tipton County, Indiana",18,159
195732,"Tippecanoe County, Indiana",18,157
107038,"Vigo County, Indiana",18,167
62998,"Warrick County, Indiana",18,173
338011,"Hamilton County, Indiana",18,057
43475,"DeKalb County, Indiana",18,033
39614,"LaGrange County, Indiana",18,087
83779,"Bartholomew County, Indiana",18,005
16581,"Rush County, Indiana",18,139
67843,"Boone County, Indiana",18,011
19974,"Fulton County, Indiana",18,049
485493,"Lake County, Indiana",18,089
38338,"Montgomery County, Indiana",18,107
47744,"Noble County, Indiana",18,113
35777,"Adams County, Indiana",18,001
118302,"Clark County, Indiana",18,019
23102,"Fayette County, Indiana",18,041
26225,"Clay County, Indiana",18,021
170311,"Hendricks County, Indiana",18,063
42736,"Dubois County, Indiana",18,037
22758,"Franklin County, Indiana",18,047
65769,"Grant County, Indiana",18,053
78168,"Hancock County, Indiana",18,059
44231,"Jackson County, Indiana",18,071
82544,"Howard County, Indiana",18,067
5875,"Ohio County, Indiana",18,115
20799,"Owen County, Indiana",18,119
16937,"Parke County, Indiana",18,121
24665,"Randolph County, Indiana",18,135
8748,"Benton County, Indiana",18,007
15092,"Brown County, Indiana",18,013
32399,"Clinton County, Indiana",18,023
37576,"Putnam County, Indiana",18,133
7054,"Union County, Indiana",18,161
33964,"Whitley County, Indiana",18,183
24102,"White County, Indiana",18,181
12229,"Koochiching County, Minnesota",27,071
23222,"Meeker County, Minnesota",27,093
33386,"Morrison County, Minnesota",27,097
14119,"Pennington County, Minnesota",27,113
36649,"Steele County, Minnesota",27,147
8194,"Murray County, Minnesota",27,101
43199,"Kandiyohi County, Minnesota",27,067
10641,"Lake County, Minnesota",27,075
31364,"Polk County, Minnesota",27,119
14865,"Sibley County, Minnesota",27,143
8818,"Clearwater County, Minnesota",27,029
66972,"Rice County, Minnesota",27,131
4055,"Red Lake County, Minnesota",27,125
9315,"Rock County, Minnesota",27,133
15165,"Roseau County, Minnesota",27,135
6207,"Wilkin County, Minnesota",27,167
64222,"Clay County, Minnesota",27,027
11800,"Chippewa County, Minnesota",27,023
29779,"Cass County, Minnesota",27,021
13653,"Faribault County, Minnesota",27,043
21067,"Fillmore County, Minnesota",27,045
3259,"Traverse County, Minnesota",27,155
10897,"Watonwan County, Minnesota",27,165
1265843,"Hennepin County, Minnesota",27,053
4991,"Big Stone County, Minnesota",27,011
25008,"Brown County, Minnesota",27,015
34423,"Becker County, Minnesota",27,005
46340,"Goodhue County, Minnesota",27,049
21491,"Hubbard County, Minnesota",27,057
40596,"Isanti County, Minnesota",27,059
9846,"Jackson County, Minnesota",27,063
40062,"Mower County, Minnesota",27,099
21629,"Nobles County, Minnesota",27,105
29579,"Pine County, Minnesota",27,115
158293,"Olmsted County, Minnesota",27,109
97238,"Sherburne County, Minnesota",27,141
13682,"Wadena County, Minnesota",27,159
40889,"Benton County, Minnesota",27,009
105089,"Carver County, Minnesota",27,019
30281,"Freeborn County, Minnesota",27,047
45130,"Itasca County, Minnesota",27,061
11249,"Pope County, Minnesota",27,121
550321,"Ramsey County, Minnesota",27,123
9805,"Stevens County, Minnesota",27,149
9266,"Swift County, Minnesota",27,151
50484,"Winona County, Minnesota",27,169
11196,"Cottonwood County, Minnesota",27,033
149013,"Scott County, Minnesota",27,139
20934,"Dodge County, Minnesota",27,039
21627,"Wabasha County, Minnesota",27,157
9126,"Pipestone County, Minnesota",27,117
65055,"Crow Wing County, Minnesota",27,035
6375,"Norman County, Minnesota",27,107
138377,"Wright County, Minnesota",27,171
34274,"Nicollet County, Minnesota",27,103
38141,"Douglas County, Minnesota",27,041
5972,"Grant County, Minnesota",27,051
4298,"Kittson County, Minnesota",27,069
56579,"Chisago County, Minnesota",27,025
15170,"Redwood County, Minnesota",27,127
9709,"Yellow Medicine County, Minnesota",27,173
24664,"Todd County, Minnesota",27,153
47188,"Beltrami County, Minnesota",27,007
67653,"Blue Earth County, Minnesota",27,013
18600,"Houston County, Minnesota",27,055
6623,"Lac qui Parle County, Minnesota",27,073
3740,"Lake of the Woods County, Minnesota",27,077
58746,"Otter Tail County, Minnesota",27,111
18612,"Waseca County, Minnesota",27,161
199070,"St. Louis County, Minnesota",27,137
161075,"Stearns County, Minnesota",27,145
429021,"Dakota County, Minnesota",27,037
5639,"Lincoln County, Minnesota",27,081
15886,"Aitkin County, Minnesota",27,001
356921,"Anoka County, Minnesota",27,003
19683,"Martin County, Minnesota",27,091
35893,"McLeod County, Minnesota",27,085
28887,"Le Sueur County, Minnesota",27,079
5527,"Mahnomen County, Minnesota",27,087
25474,"Lyon County, Minnesota",27,083
9336,"Marshall County, Minnesota",27,089
26277,"Mille Lacs County, Minnesota",27,095
14548,"Renville County, Minnesota",27,129
262440,"Washington County, Minnesota",27,163
35871,"Carlton County, Minnesota",27,017
5463,"Cook County, Minnesota",27,031
16337,"Kanabec County, Minnesota",27,065
854757,"New Haven County, Connecticut",09,009
180333,"Litchfield County, Connecticut",09,005
891720,"Hartford County, Connecticut",09,003
116782,"Windham County, Connecticut",09,015
265206,"New London County, Connecticut",09,011
162436,"Middlesex County, Connecticut",09,007
150721,"Tolland County, Connecticut",09,013
943332,"Fairfield County, Connecticut",09,001
